AUPRC,AUROC,Weight_Early_Delinquency_Flag,Weight_amort_short_mean,Weight_Zero_Payment_Streak,Weight_PCA_LOF_k50
0.5790392118030528,0.8193324165819738,0.4,0.3,0.1,0.2
