AUPRC,AUROC,Weight_Early_Delinquency_Flag,Weight_amort_short_mean,Weight_LOF_k50,Weight_Zero_Payment_Streak
0.5897523002148758,0.8259150228773424,0.2173405386441096,0.04227083203876126,0.449119890630495,0.29126873868663417
